Contig Number	S. lycopersicum cv Heinz (2.40)	S. lycopersicum cv Heinz (aplg ill 250+300+500+2k+3k+4k+5k)	S. habrochaites (aplg ill 170+500+2k)	S. pennellii (aplg ill 170+500+2k)	S. arcanum (aplg ill 170+500+2k)
"16093"	""	627754867	735581263	708814351	676409023
"16094"	""	627756171	735582444	708820920	676410809
"16095"	""	627757475	735583624	708827487	676412594
"16096"	""	627758779	735584803	708834053	676414378
"16097"	""	627760083	735585982	708840617	676416161
"16098"	""	627761386	735587161	708847181	676417943
"16099"	""	627762689	735588340	708853744	676419724
"16100"	""	627763992	735589519	708860307	676421504
"16101"	""	627765295	735590698	708866869	676423284
"16102"	""	627766597	735591876	708873426	676425062
"16103"	""	627767899	735593053	708879983	676426838
"16104"	""	627769201	735594229	708886540	676428613
"16105"	""	627770503	735595405	708893096	676430387
"16106"	""	627771804	735596581	708899652	676432161
"16107"	""	627773105	735597756	708906207	676433934
"16108"	""	627774406	735598931	708912761	676435707
"16109"	""	627775707	735600106	708919315	676437478
"16110"	""	627777008	735601281	708925868	676439249
"16111"	""	627778309	735602456	708932421	676441019
"16112"	""	627779610	735603630	708938973	676442788
"16113"	""	627780910	735604804	708945524	676444557
"16114"	""	627782210	735605977	708952074	676446325
"16115"	""	627783509	735607150	708958623	676448093
"16116"	""	627784808	735608323	708965167	676449859
"16117"	""	627786106	735609495	708971711	676451624
"16118"	""	627787403	735610667	708978255	676453388
"16119"	""	627788700	735611839	708984797	676455151
"16120"	""	627789996	735613010	708991339	676456913
"16121"	""	627791292	735614181	708997879	676458675
"16122"	""	627792588	735615352	709004417	676460436
"16123"	""	627793884	735616523	709010954	676462197
"16124"	""	627795180	735617694	709017490	676463957
"16125"	""	627796475	735618865	709024025	676465717
"16126"	""	627797770	735620036	709030559	676467476
"16127"	""	627799065	735621206	709037092	676469235
"16128"	""	627800359	735622376	709043624	676470994
"16129"	""	627801653	735623546	709050155	676472752
"16130"	""	627802947	735624715	709056686	676474510
"16131"	""	627804241	735625884	709063216	676476268
"16132"	""	627805535	735627053	709069744	676478025
"16133"	""	627806829	735628222	709076272	676479782
"16134"	""	627808123	735629391	709082800	676481537
"16135"	""	627809416	735630560	709089327	676483291
"16136"	""	627810709	735631728	709095853	676485045
"16137"	""	627812002	735632896	709102378	676486799
"16138"	""	627813294	735634064	709108901	676488551
"16139"	""	627814586	735635232	709115421	676490303
"16140"	""	627815878	735636399	709121939	676492054
"16141"	""	627817169	735637566	709128456	676493803
"16142"	""	627818460	735638733	709134972	676495552
"16143"	""	627819751	735639900	709141486	676497301
"16144"	""	627821041	735641067	709147996	676499050
"16145"	""	627822330	735642234	709154505	676500798
"16146"	""	627823619	735643401	709161012	676502545
"16147"	""	627824907	735644567	709167517	676504292
"16148"	""	627826195	735645733	709174020	676506038
"16149"	""	627827483	735646899	709180520	676507784
"16150"	""	627828771	735648065	709187020	676509528
"16151"	""	627830058	735649231	709193520	676511271
"16152"	""	627831345	735650397	709200019	676513013
"16153"	""	627832631	735651563	709206517	676514754
"16154"	""	627833917	735652728	709213015	676516495
"16155"	""	627835203	735653893	709219513	676518236
"16156"	""	627836489	735655058	709226009	676519977
"16157"	""	627837775	735656223	709232505	676521717
"16158"	""	627839060	735657388	709239000	676523457
"16159"	""	627840345	735658553	709245494	676525196
"16160"	""	627841629	735659718	709251987	676526931
"16161"	""	627842913	735660883	709258480	676528666
"16162"	""	627844196	735662048	709264973	676530401
"16163"	""	627845479	735663213	709271464	676532135
"16164"	""	627846762	735664377	709277952	676533868
"16165"	""	627848045	735665541	709284440	676535600
"16166"	""	627849328	735666704	709290926	676537330
"16167"	""	627850610	735667867	709297411	676539060
"16168"	""	627851892	735669030	709303896	676540790
"16169"	""	627853174	735670192	709310380	676542519
"16170"	""	627854456	735671354	709316864	676544248
"16171"	""	627855738	735672516	709323347	676545974
"16172"	""	627857020	735673678	709329830	676547700
"16173"	""	627858301	735674840	709336313	676549426
"16174"	""	627859582	735676002	709342796	676551151
"16175"	""	627860863	735677163	709349278	676552875
"16176"	""	627862144	735678324	709355759	676554599
"16177"	""	627863425	735679485	709362239	676556323
"16178"	""	627864705	735680645	709368718	676558047
"16179"	""	627865985	735681805	709375197	676559770
"16180"	""	627867265	735682965	709381674	676561493
"16181"	""	627868544	735684125	709388150	676563216
"16182"	""	627869823	735685285	709394625	676564939
"16183"	""	627871101	735686445	709401099	676566661
"16184"	""	627872379	735687604	709407572	676568381
"16185"	""	627873657	735688763	709414044	676570100
"16186"	""	627874935	735689922	709420514	676571818
"16187"	""	627876213	735691081	709426983	676573536
"16188"	""	627877489	735692240	709433448	676575254
"16189"	""	627878765	735693399	709439913	676576971
"16190"	""	627880040	735694558	709446377	676578688
"16191"	""	627881315	735695717	709452841	676580404
"16192"	""	627882589	735696875	709459304	676582119
"16193"	""	627883863	735698033	709465767	676583834
"16194"	""	627885136	735699191	709472229	676585549
"16195"	""	627886408	735700348	709478689	676587264
"16196"	""	627887680	735701505	709485149	676588978
"16197"	""	627888952	735702661	709491608	676590689
"16198"	""	627890224	735703817	709498067	676592396
"16199"	""	627891496	735704973	709504525	676594103
"16200"	""	627892768	735706129	709510983	676595809
"16201"	""	627894040	735707284	709517440	676597513
"16202"	""	627895311	735708439	709523894	676599217
"16203"	""	627896582	735709594	709530347	676600920
"16204"	""	627897853	735710749	709536800	676602622
"16205"	""	627899124	735711903	709543252	676604323
"16206"	""	627900395	735713057	709549704	676606022
"16207"	""	627901666	735714211	709556156	676607721
"16208"	""	627902937	735715365	709562608	676609418
"16209"	""	627904207	735716519	709569059	676611115
"16210"	""	627905477	735717672	709575510	676612812
"16211"	""	627906747	735718825	709581960	676614507
"16212"	""	627908017	735719978	709588409	676616202
"16213"	""	627909286	735721130	709594855	676617895
"16214"	""	627910555	735722282	709601301	676619586
"16215"	""	627911824	735723434	709607745	676621276
"16216"	""	627913093	735724586	709614188	676622965
"16217"	""	627914361	735725738	709620627	676624653
"16218"	""	627915629	735726890	709627065	676626340
"16219"	""	627916897	735728041	709633502	676628027
"16220"	""	627918164	735729192	709639938	676629713
"16221"	""	627919431	735730343	709646373	676631399
"16222"	""	627920698	735731493	709652808	676633084
"16223"	""	627921965	735732642	709659243	676634769
"16224"	""	627923232	735733791	709665675	676636454
"16225"	""	627924499	735734940	709672106	676638138
"16226"	""	627925766	735736089	709678537	676639820
"16227"	""	627927032	735737238	709684967	676641502
"16228"	""	627928298	735738387	709691393	676643184
"16229"	""	627929564	735739536	709697816	676644865
"16230"	""	627930830	735740684	709704238	676646545
"16231"	""	627932095	735741832	709710659	676648224
"16232"	""	627933360	735742980	709717080	676649902
"16233"	""	627934625	735744128	709723500	676651579
"16234"	""	627935890	735745275	709729920	676653255
"16235"	""	627937155	735746422	709736339	676654931
"16236"	""	627938420	735747569	709742756	676656606
"16237"	""	627939685	735748716	709749173	676658279
"16238"	""	627940950	735749862	709755589	676659952
"16239"	""	627942215	735751008	709762003	676661624
"16240"	""	627943479	735752154	709768416	676663295
"16241"	""	627944742	735753300	709774829	676664965
"16242"	""	627946005	735754445	709781241	676666635
"16243"	""	627947268	735755590	709787653	676668304
"16244"	""	627948531	735756735	709794062	676669973
"16245"	""	627949794	735757880	709800471	676671641
"16246"	""	627951057	735759024	709806879	676673309
"16247"	""	627952319	735760168	709813285	676674976
"16248"	""	627953581	735761312	709819688	676676643
"16249"	""	627954843	735762456	709826090	676678308
"16250"	""	627956105	735763600	709832492	676679972
"16251"	""	627957366	735764744	709838893	676681636
"16252"	""	627958627	735765887	709845294	676683299
"16253"	""	627959887	735767030	709851693	676684962
"16254"	""	627961147	735768173	709858092	676686623
"16255"	""	627962407	735769316	709864490	676688284
"16256"	""	627963667	735770458	709870888	676689943
"16257"	""	627964927	735771600	709877284	676691600
"16258"	""	627966186	735772742	709883680	676693255
"16259"	""	627967445	735773883	709890076	676694909
"16260"	""	627968704	735775023	709896470	676696562
"16261"	""	627969963	735776163	709902864	676698214
"16262"	""	627971222	735777303	709909257	676699866
"16263"	""	627972480	735778443	709915650	676701517
"16264"	""	627973738	735779583	709922041	676703168
"16265"	""	627974996	735780723	709928430	676704818
"16266"	""	627976254	735781863	709934818	676706468
"16267"	""	627977512	735783003	709941206	676708117
"16268"	""	627978769	735784143	709947593	676709766
"16269"	""	627980026	735785283	709953979	676711415
"16270"	""	627981283	735786422	709960365	676713064
"16271"	""	627982540	735787561	709966751	676714712
"16272"	""	627983797	735788700	709973137	676716360
"16273"	""	627985054	735789839	709979521	676718007
"16274"	""	627986311	735790977	709985904	676719654
"16275"	""	627987568	735792115	709992285	676721301
"16276"	""	627988824	735793253	709998665	676722947
"16277"	""	627990080	735794391	710005042	676724592
"16278"	""	627991335	735795529	710011418	676726235
"16279"	""	627992590	735796665	710017791	676727878
"16280"	""	627993844	735797801	710024164	676729521
"16281"	""	627995098	735798937	710030536	676731164
"16282"	""	627996352	735800072	710036906	676732806
"16283"	""	627997606	735801207	710043276	676734448
"16284"	""	627998860	735802342	710049644	676736090
"16285"	""	628000113	735803477	710056011	676737731
"16286"	""	628001366	735804612	710062377	676739372
"16287"	""	628002619	735805747	710068743	676741013
"16288"	""	628003871	735806882	710075108	676742653
"16289"	""	628005123	735808017	710081473	676744293
"16290"	""	628006375	735809152	710087837	676745933
"16291"	""	628007627	735810286	710094199	676747572
"16292"	""	628008879	735811420	710100561	676749211
"16293"	""	628010131	735812554	710106923	676750848
"16294"	""	628011383	735813688	710113284	676752485
"16295"	""	628012635	735814822	710119643	676754121
"16296"	""	628013886	735815955	710126001	676755757
"16297"	""	628015137	735817088	710132359	676757393
"16298"	""	628016388	735818220	710138716	676759029
"16299"	""	628017638	735819352	710145073	676760665
"16300"	""	628018888	735820484	710151429	676762299
"16301"	""	628020138	735821616	710157784	676763933
"16302"	""	628021388	735822748	710164138	676765566
"16303"	""	628022637	735823880	710170492	676767198
"16304"	""	628023886	735825011	710176845	676768830
"16305"	""	628025135	735826141	710183196	676770462
"16306"	""	628026384	735827271	710189547	676772093
"16307"	""	628027633	735828401	710195898	676773724
"16308"	""	628028881	735829530	710202248	676775355
"16309"	""	628030129	735830659	710208598	676776985
"16310"	""	628031377	735831787	710214948	676778615
"16311"	""	628032625	735832915	710221296	676780244
"16312"	""	628033873	735834043	710227643	676781873
"16313"	""	628035121	735835171	710233989	676783501
"16314"	""	628036368	735836299	710240334	676785127
"16315"	""	628037615	735837427	710246678	676786752
"16316"	""	628038861	735838554	710253021	676788376
"16317"	""	628040107	735839681	710259364	676789998
"16318"	""	628041353	735840807	710265707	676791620
"16319"	""	628042599	735841933	710272048	676793242
"16320"	""	628043845	735843059	710278388	676794864
"16321"	""	628045091	735844185	710284727	676796485
"16322"	""	628046336	735845310	710291061	676798106
"16323"	""	628047581	735846435	710297394	676799727
"16324"	""	628048826	735847560	710303727	676801347
"16325"	""	628050071	735848685	710310059	676802967
"16326"	""	628051315	735849809	710316390	676804587
"16327"	""	628052559	735850932	710322720	676806206
"16328"	""	628053803	735852055	710329050	676807824
"16329"	""	628055047	735853178	710335380	676809441
"16330"	""	628056290	735854301	710341710	676811058
"16331"	""	628057533	735855424	710348038	676812673
"16332"	""	628058776	735856547	710354365	676814288
"16333"	""	628060019	735857669	710360689	676815903
"16334"	""	628061262	735858791	710367013	676817517
"16335"	""	628062505	735859912	710373336	676819130
"16336"	""	628063748	735861033	710379658	676820742
"16337"	""	628064990	735862154	710385979	676822354
"16338"	""	628066232	735863275	710392300	676823965
"16339"	""	628067474	735864396	710398620	676825576
"16340"	""	628068716	735865517	710404940	676827185
"16341"	""	628069957	735866638	710411259	676828794
"16342"	""	628071198	735867758	710417577	676830402
"16343"	""	628072439	735868878	710423895	676832010
"16344"	""	628073680	735869998	710430212	676833617
"16345"	""	628074920	735871117	710436523	676835224
"16346"	""	628076160	735872236	710442834	676836831
"16347"	""	628077400	735873355	710449141	676838437
"16348"	""	628078639	735874474	710455448	676840043
"16349"	""	628079878	735875593	710461754	676841648
"16350"	""	628081117	735876712	710468060	676843253
"16351"	""	628082355	735877831	710474364	676844857
"16352"	""	628083593	735878949	710480668	676846461
"16353"	""	628084831	735880067	710486972	676848064
"16354"	""	628086068	735881185	710493276	676849667
"16355"	""	628087304	735882302	710499578	676851269
"16356"	""	628088540	735883419	710505880	676852871
"16357"	""	628089776	735884536	710512181	676854472
"16358"	""	628091012	735885653	710518480	676856072
"16359"	""	628092247	735886769	710524779	676857671
"16360"	""	628093482	735887885	710531077	676859267
"16361"	""	628094717	735889001	710537371	676860861
"16362"	""	628095952	735890116	710543665	676862455
"16363"	""	628097186	735891231	710549959	676864049
"16364"	""	628098420	735892346	710556252	676865642
"16365"	""	628099654	735893460	710562545	676867235
"16366"	""	628100888	735894574	710568837	676868828
"16367"	""	628102122	735895688	710575129	676870419
"16368"	""	628103355	735896802	710581420	676872010
"16369"	""	628104588	735897916	710587710	676873601
"16370"	""	628105821	735899029	710593999	676875191
"16371"	""	628107054	735900142	710600287	676876780
"16372"	""	628108287	735901254	710606574	676878367
"16373"	""	628109520	735902366	710612861	676879952
"16374"	""	628110752	735903478	710619145	676881537
"16375"	""	628111984	735904589	710625421	676883122
"16376"	""	628113215	735905700	710631692	676884706
"16377"	""	628114446	735906811	710637961	676886289
"16378"	""	628115676	735907922	710644230	676887872
"16379"	""	628116906	735909032	710650499	676889455
"16380"	""	628118136	735910142	710656767	676891037
"16381"	""	628119366	735911252	710663035	676892619
"16382"	""	628120596	735912361	710669302	676894201
"16383"	""	628121826	735913470	710675569	676895782
"16384"	""	628123055	735914578	710681834	676897361
"16385"	""	628124284	735915686	710688098	676898940
"16386"	""	628125513	735916794	710694362	676900519
"16387"	""	628126742	735917901	710700623	676902097
"16388"	""	628127971	735919008	710706884	676903675
"16389"	""	628129199	735920115	710713143	676905252
"16390"	""	628130427	735921222	710719400	676906829
"16391"	""	628131655	735922328	710725657	676908406
"16392"	""	628132882	735923434	710731914	676909981
"16393"	""	628134109	735924540	710738170	676911555
"16394"	""	628135335	735925646	710744425	676913129
"16395"	""	628136561	735926751	710750679	676914702
"16396"	""	628137787	735927855	710756930	676916275
"16397"	""	628139013	735928959	710763180	676917847
"16398"	""	628140239	735930063	710769428	676919419
"16399"	""	628141465	735931167	710775676	676920991
"16400"	""	628142691	735932271	710781921	676922562
"16401"	""	628143916	735933375	710788158	676924133
"16402"	""	628145141	735934478	710794395	676925703
"16403"	""	628146366	735935581	710800631	676927272
"16404"	""	628147591	735936684	710806867	676928841
"16405"	""	628148815	735937787	710813103	676930409
"16406"	""	628150039	735938889	710819339	676931977
"16407"	""	628151263	735939991	710825574	676933545
"16408"	""	628152487	735941093	710831804	676935113
"16409"	""	628153711	735942195	710838034	676936680
"16410"	""	628154935	735943296	710844264	676938246
"16411"	""	628156159	735944397	710850493	676939812
"16412"	""	628157383	735945498	710856722	676941377
"16413"	""	628158606	735946599	710862949	676942942
"16414"	""	628159829	735947700	710869172	676944506
"16415"	""	628161052	735948800	710875395	676946069
"16416"	""	628162275	735949900	710881617	676947631
"16417"	""	628163498	735951000	710887836	676949193
"16418"	""	628164720	735952100	710894055	676950754
"16419"	""	628165942	735953199	710900274	676952314
"16420"	""	628167164	735954298	710906492	676953874
"16421"	""	628168385	735955397	710912709	676955434
"16422"	""	628169606	735956496	710918925	676956993
"16423"	""	628170826	735957594	710925140	676958550
"16424"	""	628172045	735958692	710931354	676960107
"16425"	""	628173264	735959790	710937567	676961664
"16426"	""	628174483	735960888	710943777	676963220
"16427"	""	628175701	735961985	710949987	676964775
"16428"	""	628176919	735963082	710956195	676966330
"16429"	""	628178136	735964179	710962402	676967884
"16430"	""	628179353	735965276	710968608	676969438
"16431"	""	628180570	735966372	710974814	676970992
"16432"	""	628181787	735967468	710981020	676972545
"16433"	""	628183003	735968564	710987224	676974097
"16434"	""	628184218	735969659	710993428	676975649
"16435"	""	628185433	735970754	710999630	676977201
"16436"	""	628186648	735971849	711005832	676978752
"16437"	""	628187863	735972943	711012028	676980303
"16438"	""	628189077	735974037	711018223	676981853
"16439"	""	628190291	735975131	711024417	676983403
"16440"	""	628191505	735976225	711030610	676984953
"16441"	""	628192719	735977318	711036802	676986501
"16442"	""	628193932	735978411	711042994	676988048
"16443"	""	628195145	735979503	711049185	676989595
"16444"	""	628196358	735980595	711055376	676991142
"16445"	""	628197571	735981687	711061566	676992688
"16446"	""	628198783	735982778	711067756	676994234
"16447"	""	628199995	735983868	711073945	676995779
"16448"	""	628201206	735984958	711080133	676997323
"16449"	""	628202417	735986048	711086319	676998867
"16450"	""	628203628	735987137	711092503	677000410
"16451"	""	628204839	735988226	711098686	677001953
"16452"	""	628206050	735989314	711104867	677003496
"16453"	""	628207260	735990402	711111048	677005038
"16454"	""	628208470	735991489	711117227	677006580
"16455"	""	628209680	735992576	711123406	677008121
"16456"	""	628210890	735993663	711129584	677009662
"16457"	""	628212100	735994750	711135761	677011203
"16458"	""	628213310	735995836	711141936	677012743
"16459"	""	628214520	735996922	711148110	677014283
"16460"	""	628215729	735998007	711154282	677015823
"16461"	""	628216938	735999091	711160452	677017363
"16462"	""	628218146	736000175	711166620	677018902
"16463"	""	628219354	736001259	711172788	677020440
"16464"	""	628220562	736002342	711178953	677021978
"16465"	""	628221770	736003425	711185117	677023516
"16466"	""	628222978	736004508	711191280	677025053
"16467"	""	628224185	736005590	711197441	677026588
"16468"	""	628225392	736006671	711203602	677028122
"16469"	""	628226599	736007752	711209762	677029655
"16470"	""	628227806	736008832	711215922	677031187
"16471"	""	628229012	736009912	711222081	677032719
"16472"	""	628230218	736010992	711228239	677034251
"16473"	""	628231424	736012072	711234397	677035782
"16474"	""	628232630	736013152	711240552	677037313
"16475"	""	628233836	736014231	711246707	677038842
"16476"	""	628235041	736015310	711252860	677040371
"16477"	""	628236246	736016389	711259013	677041899
"16478"	""	628237451	736017467	711265166	677043427
"16479"	""	628238656	736018545	711271317	677044955
"16480"	""	628239860	736019623	711277467	677046480
"16481"	""	628241064	736020701	711283615	677048004
"16482"	""	628242267	736021779	711289762	677049528
"16483"	""	628243470	736022856	711295907	677051052
"16484"	""	628244673	736023932	711302046	677052575
"16485"	""	628245876	736025008	711308185	677054098
"16486"	""	628247078	736026083	711314323	677055620
"16487"	""	628248280	736027158	711320461	677057142
"16488"	""	628249482	736028233	711326598	677058662
"16489"	""	628250683	736029307	711332735	677060181
"16490"	""	628251884	736030380	711338869	677061699
"16491"	""	628253085	736031453	711345001	677063215
"16492"	""	628254286	736032525	711351132	677064731
"16493"	""	628255487	736033597	711357259	677066246
"16494"	""	628256688	736034668	711363386	677067761
"16495"	""	628257889	736035739	711369513	677069276
"16496"	""	628259090	736036810	711375639	677070791
"16497"	""	628260290	736037881	711381765	677072306
"16498"	""	628261490	736038952	711387890	677073820
"16499"	""	628262690	736040022	711394014	677075334
"16500"	""	628263890	736041092	711400138	677076848
"16501"	""	628265089	736042162	711406262	677078362
"16502"	""	628266288	736043232	711412385	677079875
"16503"	""	628267487	736044301	711418508	677081387
"16504"	""	628268685	736045370	711424631	677082899
"16505"	""	628269883	736046439	711430754	677084410
"16506"	""	628271081	736047507	711436876	677085921
"16507"	""	628272279	736048575	711442997	677087432
"16508"	""	628273476	736049642	711449117	677088942
"16509"	""	628274673	736050709	711455236	677090452
"16510"	""	628275870	736051776	711461352	677091962
"16511"	""	628277067	736052843	711467468	677093472
"16512"	""	628278264	736053910	711473583	677094982
"16513"	""	628279461	736054977	711479698	677096492
"16514"	""	628280658	736056044	711485811	677098001
"16515"	""	628281855	736057111	711491924	677099510
"16516"	""	628283051	736058178	711498037	677101019
"16517"	""	628284247	736059245	711504150	677102527
"16518"	""	628285443	736060311	711510261	677104035
"16519"	""	628286639	736061377	711516372	677105543
"16520"	""	628287835	736062443	711522482	677107051
"16521"	""	628289031	736063508	711528592	677108558
"16522"	""	628290226	736064573	711534701	677110064
"16523"	""	628291421	736065638	711540810	677111570
"16524"	""	628292616	736066703	711546919	677113075
"16525"	""	628293810	736067767	711553027	677114580
"16526"	""	628295004	736068831	711559134	677116084
"16527"	""	628296198	736069894	711565238	677117587
"16528"	""	628297392	736070957	711571341	677119090
"16529"	""	628298586	736072020	711577443	677120592
"16530"	""	628299780	736073082	711583545	677122094
"16531"	""	628300974	736074144	711589646	677123595
"16532"	""	628302167	736075206	711595747	677125096
"16533"	""	628303360	736076268	711601847	677126596
"16534"	""	628304553	736077330	711607946	677128096
"16535"	""	628305746	736078391	711614044	677129596
"16536"	""	628306939	736079452	711620141	677131096
"16537"	""	628308131	736080513	711626237	677132595
"16538"	""	628309322	736081574	711632326	677134094
"16539"	""	628310513	736082634	711638413	677135593
"16540"	""	628311704	736083694	711644499	677137092
"16541"	""	628312895	736084754	711650583	677138590
"16542"	""	628314086	736085813	711656667	677140088
"16543"	""	628315277	736086872	711662750	677141586
"16544"	""	628316468	736087931	711668831	677143084
"16545"	""	628317658	736088990	711674909	677144581
"16546"	""	628318848	736090049	711680986	677146078
"16547"	""	628320038	736091108	711687062	677147575
"16548"	""	628321228	736092166	711693137	677149072
"16549"	""	628322418	736093224	711699211	677150568
"16550"	""	628323608	736094282	711705284	677152064
"16551"	""	628324798	736095340	711711355	677153560
"16552"	""	628325988	736096397	711717422	677155056
"16553"	""	628327177	736097453	711723487	677156552
"16554"	""	628328366	736098509	711729550	677158048
"16555"	""	628329555	736099565	711735613	677159543
"16556"	""	628330744	736100621	711741675	677161038
"16557"	""	628331933	736101676	711747731	677162533
"16558"	""	628333122	736102731	711753786	677164028
"16559"	""	628334310	736103786	711759840	677165523
"16560"	""	628335498	736104841	711765892	677167017
"16561"	""	628336686	736105895	711771944	677168511
"16562"	""	628337874	736106949	711777996	677170005
"16563"	""	628339062	736108003	711784045	677171498
"16564"	""	628340250	736109056	711790094	677172991
"16565"	""	628341437	736110109	711796142	677174483
"16566"	""	628342624	736111161	711802190	677175975
"16567"	""	628343811	736112213	711808233	677177466
"16568"	""	628344998	736113264	711814274	677178956
"16569"	""	628346184	736114314	711820314	677180446
"16570"	""	628347370	736115363	711826354	677181936
"16571"	""	628348556	736116412	711832394	677183426
"16572"	""	628349742	736117460	711838433	677184915
"16573"	""	628350928	736118508	711844470	677186404
"16574"	""	628352114	736119556	711850507	677187893
"16575"	""	628353300	736120603	711856543	677189381
"16576"	""	628354486	736121650	711862578	677190867
"16577"	""	628355671	736122696	711868612	677192353
"16578"	""	628356856	736123742	711874646	677193838
"16579"	""	628358041	736124787	711880679	677195323
"16580"	""	628359226	736125829	711886709	677196808
"16581"	""	628360410	736126871	711892739	677198292
"16582"	""	628361594	736127913	711898769	677199776
"16583"	""	628362778	736128954	711904799	677201260
"16584"	""	628363962	736129995	711910828	677202743
"16585"	""	628365146	736131035	711916856	677204226
"16586"	""	628366330	736132075	711922884	677205709
"16587"	""	628367514	736133115	711928910	677207192
"16588"	""	628368698	736134155	711934935	677208675
"16589"	""	628369881	736135195	711940958	677210157
"16590"	""	628371064	736136234	711946980	677211639
"16591"	""	628372247	736137273	711953002	677213121
"16592"	""	628373429	736138310	711959020	677214602
"16593"	""	628374611	736139347	711965038	677216083
"16594"	""	628375793	736140383	711971054	677217563
"16595"	""	628376975	736141417	711977069	677219043
"16596"	""	628378157	736142451	711983083	677220523
"16597"	""	628379339	736143485	711989096	677222003
"16598"	""	628380521	736144519	711995108	677223482
"16599"	""	628381703	736145552	712001119	677224960
"16600"	""	628382885	736146585	712007128	677226438
"16601"	""	628384066	736147618	712013135	677227916
"16602"	""	628385247	736148651	712019140	677229392
"16603"	""	628386428	736149684	712025144	677230868
"16604"	""	628387609	736150717	712031147	677232344
"16605"	""	628388790	736151749	712037149	677233819
"16606"	""	628389971	736152779	712043151	677235293
"16607"	""	628391152	736153809	712049153	677236767
"16608"	""	628392332	736154838	712055155	677238240
"16609"	""	628393512	736155867	712061154	677239713
"16610"	""	628394692	736156895	712067149	677241185
"16611"	""	628395872	736157923	712073142	677242657
"16612"	""	628397051	736158951	712079134	677244128
"16613"	""	628398230	736159979	712085125	677245599
"16614"	""	628399409	736161006	712091115	677247069
"16615"	""	628400588	736162032	712097105	677248538
"16616"	""	628401767	736163056	712103095	677250007
"16617"	""	628402946	736164079	712109081	677251475
"16618"	""	628404125	736165102	712115064	677252943
"16619"	""	628405303	736166124	712121045	677254411
"16620"	""	628406481	736167146	712127026	677255879
"16621"	""	628407659	736168166	712133006	677257347
"16622"	""	628408837	736169186	712138985	677258815
"16623"	""	628410015	736170205	712144964	677260282
"16624"	""	628411193	736171223	712150942	677261749
"16625"	""	628412370	736172241	712156920	677263215
"16626"	""	628413547	736173258	712162897	677264681
"16627"	""	628414724	736174275	712168873	677266147
"16628"	""	628415901	736175292	712174846	677267612
"16629"	""	628417078	736176308	712180816	677269077
"16630"	""	628418254	736177324	712186785	677270541
"16631"	""	628419430	736178339	712192753	677272005
"16632"	""	628420606	736179354	712198721	677273469
"16633"	""	628421782	736180368	712204689	677274933
"16634"	""	628422957	736181382	712210656	677276397
"16635"	""	628424132	736182395	712216622	677277860
"16636"	""	628425307	736183408	712222588	677279323
"16637"	""	628426482	736184421	712228554	677280785
"16638"	""	628427657	736185434	712234519	677282247
"16639"	""	628428831	736186447	712240482	677283709
"16640"	""	628430005	736187459	712246444	677285171
"16641"	""	628431179	736188471	712252405	677286632
"16642"	""	628432353	736189483	712258366	677288092
"16643"	""	628433527	736190495	712264326	677289552
"16644"	""	628434699	736191506	712270284	677291012
"16645"	""	628435871	736192517	712276240	677292471
"16646"	""	628437043	736193527	712282195	677293930
"16647"	""	628438215	736194537	712288149	677295389
"16648"	""	628439387	736195545	712294102	677296848
"16649"	""	628440559	736196553	712300054	677298306
"16650"	""	628441731	736197560	712306005	677299764
"16651"	""	628442902	736198567	712311955	677301221
"16652"	""	628444073	736199572	712317904	677302678
"16653"	""	628445244	736200577	712323851	677304135
"16654"	""	628446415	736201581	712329798	677305592
"16655"	""	628447586	736202585	712335744	677307048
"16656"	""	628448756	736203589	712341689	677308504
"16657"	""	628449926	736204592	712347634	677309960
"16658"	""	628451096	736205595	712353577	677311416
"16659"	""	628452266	736206598	712359520	677312872
"16660"	""	628453436	736207600	712365463	677314328
"16661"	""	628454606	736208601	712371405	677315783
"16662"	""	628455776	736209602	712377345	677317237
"16663"	""	628456946	736210603	712383285	677318690
"16664"	""	628458115	736211604	712389224	677320143
"16665"	""	628459284	736212604	712395163	677321595
"16666"	""	628460453	736213604	712401100	677323047
"16667"	""	628461622	736214603	712407037	677324498
"16668"	""	628462791	736215602	712412973	677325949
"16669"	""	628463960	736216600	712418909	677327400
"16670"	""	628465128	736217598	712424845	677328851
"16671"	""	628466296	736218593	712430780	677330302
"16672"	""	628467463	736219587	712436715	677331751
"16673"	""	628468630	736220580	712442649	677333200
"16674"	""	628469797	736221573	712448581	677334648
"16675"	""	628470963	736222565	712454512	677336096
"16676"	""	628472129	736223555	712460443	677337544
"16677"	""	628473295	736224544	712466373	677338992
"16678"	""	628474461	736225531	712472302	677340439
"16679"	""	628475627	736226515	712478231	677341886
"16680"	""	628476793	736227498	712484159	677343331
"16681"	""	628477959	736228480	712490086	677344774
"16682"	""	628479125	736229458	712496012	677346216
"16683"	""	628480290	736230436	712501937	677347658
"16684"	""	628481455	736231413	712507862	677349099
"16685"	""	628482620	736232387	712513785	677350540
"16686"	""	628483785	736233360	712519707	677351980
"16687"	""	628484950	736234330	712525629	677353419
"16688"	""	628486114	736235298	712531548	677354858
"16689"	""	628487278	736236265	712537466	677356297
"16690"	""	628488441	736237229	712543384	677357735
"16691"	""	628489604	736238190	712549301	677359173
"16692"	""	628490767	736239150	712555218	677360611
"16693"	""	628491929	736240104	712561135	677362049
"16694"	""	628493091	736241057	712567051	677363487
"16695"	""	628494253	736242008	712572964	677364925
