Contig Number	heinz reference (2.40)	heinz (aplg ill 250+300+500+2k+3k+4k+5k)	habrochaites (aplg ill 170+2k)	habrochaites (aplg ill 170+500+2k)+(scarpa 454 8k+20k)	pennellii (aplg ill 170+2k)	pennellii (aplg ill 170+500+2k)+(scarpa 454 3k+8k+20k)	arcanum (clc ill 170+2k 454 8k+20k) non default	arcanum (aplg ill 170+2k)	arcanum (aplg ill 170+500+2k)+(scarpa 454 8k+20k)
"19806"	""	""	""	""	725134801	772893038	512058552	""	""
"19807"	""	""	""	""	725138092	772894212	512068477	""	""
"19808"	""	""	""	""	725141383	772895386	512078401	""	""
"19809"	""	""	""	""	725144674	772896559	512088325	""	""
"19810"	""	""	""	""	725147964	772897732	512098247	""	""
"19811"	""	""	""	""	725151253	772898905	512108167	""	""
"19812"	""	""	""	""	725154540	772900078	512118086	""	""
"19813"	""	""	""	""	725157827	772901251	512128005	""	""
"19814"	""	""	""	""	725161113	772902424	512137923	""	""
"19815"	""	""	""	""	725164398	772903597	512147840	""	""
"19816"	""	""	""	""	725167683	772904770	512157757	""	""
"19817"	""	""	""	""	725170968	772905943	512167674	""	""
"19818"	""	""	""	""	725174253	772907116	512177590	""	""
"19819"	""	""	""	""	725177537	772908289	512187506	""	""
"19820"	""	""	""	""	725180821	772909462	512197422	""	""
"19821"	""	""	""	""	725184104	772910635	512207337	""	""
"19822"	""	""	""	""	725187387	772911808	512217252	""	""
"19823"	""	""	""	""	725190669	772912980	512227166	""	""
"19824"	""	""	""	""	725193951	772914152	512237080	""	""
"19825"	""	""	""	""	725197231	772915324	512246993	""	""
"19826"	""	""	""	""	725200509	772916496	512256904	""	""
"19827"	""	""	""	""	725203787	772917668	512266814	""	""
"19828"	""	""	""	""	725207065	772918840	512276724	""	""
"19829"	""	""	""	""	725210342	772920012	512286633	""	""
"19830"	""	""	""	""	725213619	772921184	512296541	""	""
"19831"	""	""	""	""	725216895	772922356	512306448	""	""
"19832"	""	""	""	""	725220171	772923528	512316355	""	""
"19833"	""	""	""	""	725223446	772924700	512326262	""	""
"19834"	""	""	""	""	725226721	772925872	512336168	""	""
"19835"	""	""	""	""	725229995	772927044	512346074	""	""
"19836"	""	""	""	""	725233269	772928216	512355979	""	""
"19837"	""	""	""	""	725236542	772929387	512365882	""	""
"19838"	""	""	""	""	725239815	772930558	512375785	""	""
"19839"	""	""	""	""	725243088	772931729	512385687	""	""
"19840"	""	""	""	""	725246361	772932900	512395589	""	""
"19841"	""	""	""	""	725249633	772934071	512405490	""	""
"19842"	""	""	""	""	725252904	772935241	512415389	""	""
"19843"	""	""	""	""	725256174	772936411	512425287	""	""
"19844"	""	""	""	""	725259444	772937581	512435185	""	""
"19845"	""	""	""	""	725262713	772938751	512445083	""	""
"19846"	""	""	""	""	725265982	772939921	512454980	""	""
"19847"	""	""	""	""	725269251	772941091	512464876	""	""
"19848"	""	""	""	""	725272518	772942260	512474771	""	""
"19849"	""	""	""	""	725275784	772943429	512484666	""	""
"19850"	""	""	""	""	725279049	772944598	512494561	""	""
"19851"	""	""	""	""	725282314	772945767	512504456	""	""
"19852"	""	""	""	""	725285577	772946936	512514349	""	""
"19853"	""	""	""	""	725288840	772948105	512524242	""	""
"19854"	""	""	""	""	725292101	772949274	512534135	""	""
"19855"	""	""	""	""	725295362	772950442	512544028	""	""
"19856"	""	""	""	""	725298623	772951610	512553920	""	""
"19857"	""	""	""	""	725301882	772952778	512563812	""	""
"19858"	""	""	""	""	725305138	772953946	512573703	""	""
"19859"	""	""	""	""	725308394	772955114	512583594	""	""
"19860"	""	""	""	""	725311649	772956282	512593485	""	""
"19861"	""	""	""	""	725314901	772957450	512603375	""	""
"19862"	""	""	""	""	725318153	772958618	512613265	""	""
"19863"	""	""	""	""	725321403	772959786	512623155	""	""
"19864"	""	""	""	""	725324651	772960954	512633044	""	""
"19865"	""	""	""	""	725327899	772962121	512642933	""	""
"19866"	""	""	""	""	725331147	772963288	512652822	""	""
"19867"	""	""	""	""	725334394	772964455	512662711	""	""
"19868"	""	""	""	""	725337641	772965622	512672599	""	""
"19869"	""	""	""	""	725340888	772966789	512682486	""	""
"19870"	""	""	""	""	725344134	772967956	512692371	""	""
"19871"	""	""	""	""	725347380	772969122	512702255	""	""
"19872"	""	""	""	""	725350625	772970288	512712138	""	""
"19873"	""	""	""	""	725353868	772971454	512722020	""	""
"19874"	""	""	""	""	725357111	772972620	512731901	""	""
"19875"	""	""	""	""	725360353	772973786	512741781	""	""
"19876"	""	""	""	""	725363594	772974952	512751660	""	""
"19877"	""	""	""	""	725366834	772976118	512761537	""	""
"19878"	""	""	""	""	725370072	772977284	512771414	""	""
"19879"	""	""	""	""	725373308	772978450	512781290	""	""
"19880"	""	""	""	""	725376544	772979616	512791165	""	""
"19881"	""	""	""	""	725379780	772980782	512801040	""	""
"19882"	""	""	""	""	725383015	772981948	512810915	""	""
"19883"	""	""	""	""	725386250	772983114	512820789	""	""
"19884"	""	""	""	""	725389485	772984279	512830662	""	""
"19885"	""	""	""	""	725392719	772985444	512840532	""	""
"19886"	""	""	""	""	725395953	772986609	512850400	""	""
"19887"	""	""	""	""	725399186	772987774	512860267	""	""
"19888"	""	""	""	""	725402418	772988939	512870134	""	""
"19889"	""	""	""	""	725405650	772990104	512880000	""	""
"19890"	""	""	""	""	725408881	772991269	512889865	""	""
"19891"	""	""	""	""	725412111	772992434	512899729	""	""
"19892"	""	""	""	""	725415341	772993599	512909593	""	""
"19893"	""	""	""	""	725418570	772994764	512919456	""	""
"19894"	""	""	""	""	725421797	772995929	512929319	""	""
"19895"	""	""	""	""	725425024	772997094	512939182	""	""
"19896"	""	""	""	""	725428250	772998259	512949044	""	""
"19897"	""	""	""	""	725431476	772999424	512958904	""	""
"19898"	""	""	""	""	725434701	773000589	512968763	""	""
"19899"	""	""	""	""	725437926	773001754	512978621	""	""
"19900"	""	""	""	""	725441150	773002918	512988478	""	""
"19901"	""	""	""	""	725444374	773004082	512998335	""	""
"19902"	""	""	""	""	725447598	773005246	513008192	""	""
"19903"	""	""	""	""	725450821	773006410	513018049	""	""
"19904"	""	""	""	""	725454043	773007574	513027904	""	""
"19905"	""	""	""	""	725457265	773008738	513037758	""	""
"19906"	""	""	""	""	725460485	773009902	513047611	""	""
"19907"	""	""	""	""	725463705	773011066	513057463	""	""
"19908"	""	""	""	""	725466924	773012230	513067314	""	""
"19909"	""	""	""	""	725470142	773013394	513077164	""	""
"19910"	""	""	""	""	725473360	773014558	513087014	""	""
"19911"	""	""	""	""	725476577	773015721	513096864	""	""
"19912"	""	""	""	""	725479793	773016884	513106712	""	""
"19913"	""	""	""	""	725483009	773018047	513116558	""	""
"19914"	""	""	""	""	725486225	773019210	513126401	""	""
"19915"	""	""	""	""	725489441	773020373	513136243	""	""
"19916"	""	""	""	""	725492657	773021536	513146084	""	""
"19917"	""	""	""	""	725495871	773022699	513155925	""	""
"19918"	""	""	""	""	725499085	773023862	513165765	""	""
"19919"	""	""	""	""	725502298	773025024	513175605	""	""
"19920"	""	""	""	""	725505511	773026186	513185445	""	""
"19921"	""	""	""	""	725508724	773027348	513195283	""	""
"19922"	""	""	""	""	725511936	773028510	513205119	""	""
"19923"	""	""	""	""	725515148	773029672	513214954	""	""
"19924"	""	""	""	""	725518358	773030834	513224787	""	""
"19925"	""	""	""	""	725521568	773031996	513234620	""	""
"19926"	""	""	""	""	725524778	773033157	513244453	""	""
"19927"	""	""	""	""	725527986	773034318	513254286	""	""
"19928"	""	""	""	""	725531193	773035479	513264119	""	""
"19929"	""	""	""	""	725534399	773036640	513273951	""	""
"19930"	""	""	""	""	725537605	773037801	513283783	""	""
"19931"	""	""	""	""	725540810	773038962	513293614	""	""
"19932"	""	""	""	""	725544015	773040123	513303443	""	""
"19933"	""	""	""	""	725547219	773041284	513313272	""	""
"19934"	""	""	""	""	725550422	773042445	513323101	""	""
"19935"	""	""	""	""	725553624	773043606	513332929	""	""
"19936"	""	""	""	""	725556825	773044767	513342756	""	""
"19937"	""	""	""	""	725560025	773045928	513352582	""	""
"19938"	""	""	""	""	725563224	773047089	513362408	""	""
"19939"	""	""	""	""	725566422	773048250	513372233	""	""
"19940"	""	""	""	""	725569619	773049411	513382057	""	""
"19941"	""	""	""	""	725572816	773050572	513391881	""	""
"19942"	""	""	""	""	725576011	773051732	513401705	""	""
"19943"	""	""	""	""	725579206	773052892	513411528	""	""
"19944"	""	""	""	""	725582399	773054052	513421351	""	""
"19945"	""	""	""	""	725585591	773055212	513431173	""	""
"19946"	""	""	""	""	725588783	773056372	513440995	""	""
"19947"	""	""	""	""	725591975	773057532	513450816	""	""
"19948"	""	""	""	""	725595164	773058692	513460636	""	""
"19949"	""	""	""	""	725598352	773059852	513470456	""	""
"19950"	""	""	""	""	725601538	773061012	513480276	""	""
"19951"	""	""	""	""	725604724	773062172	513490094	""	""
"19952"	""	""	""	""	725607910	773063332	513499911	""	""
"19953"	""	""	""	""	725611096	773064492	513509728	""	""
"19954"	""	""	""	""	725614281	773065652	513519545	""	""
"19955"	""	""	""	""	725617466	773066811	513529361	""	""
"19956"	""	""	""	""	725620650	773067970	513539177	""	""
"19957"	""	""	""	""	725623834	773069129	513548992	""	""
"19958"	""	""	""	""	725627017	773070288	513558806	""	""
"19959"	""	""	""	""	725630200	773071447	513568618	""	""
"19960"	""	""	""	""	725633382	773072606	513578428	""	""
"19961"	""	""	""	""	725636564	773073765	513588238	""	""
"19962"	""	""	""	""	725639746	773074924	513598047	""	""
"19963"	""	""	""	""	725642927	773076083	513607856	""	""
"19964"	""	""	""	""	725646107	773077242	513617663	""	""
"19965"	""	""	""	""	725649287	773078400	513627470	""	""
"19966"	""	""	""	""	725652467	773079558	513637276	""	""
"19967"	""	""	""	""	725655647	773080716	513647081	""	""
"19968"	""	""	""	""	725658826	773081874	513656886	""	""
"19969"	""	""	""	""	725662005	773083032	513666691	""	""
"19970"	""	""	""	""	725665184	773084190	513676495	""	""
"19971"	""	""	""	""	725668363	773085348	513686299	""	""
"19972"	""	""	""	""	725671541	773086506	513696103	""	""
"19973"	""	""	""	""	725674718	773087664	513705906	""	""
"19974"	""	""	""	""	725677894	773088821	513715708	""	""
"19975"	""	""	""	""	725681069	773089978	513725509	""	""
"19976"	""	""	""	""	725684243	773091135	513735310	""	""
"19977"	""	""	""	""	725687416	773092292	513745110	""	""
"19978"	""	""	""	""	725690589	773093449	513754909	""	""
"19979"	""	""	""	""	725693762	773094606	513764708	""	""
"19980"	""	""	""	""	725696935	773095763	513774507	""	""
"19981"	""	""	""	""	725700105	773096920	513784304	""	""
"19982"	""	""	""	""	725703275	773098077	513794100	""	""
"19983"	""	""	""	""	725706444	773099234	513803894	""	""
"19984"	""	""	""	""	725709613	773100391	513813687	""	""
"19985"	""	""	""	""	725712782	773101548	513823480	""	""
"19986"	""	""	""	""	725715950	773102704	513833272	""	""
"19987"	""	""	""	""	725719118	773103860	513843063	""	""
"19988"	""	""	""	""	725722285	773105016	513852854	""	""
"19989"	""	""	""	""	725725451	773106172	513862645	""	""
"19990"	""	""	""	""	725728617	773107328	513872435	""	""
"19991"	""	""	""	""	725731783	773108484	513882225	""	""
"19992"	""	""	""	""	725734947	773109640	513892015	""	""
"19993"	""	""	""	""	725738111	773110795	513901804	""	""
"19994"	""	""	""	""	725741275	773111950	513911591	""	""
"19995"	""	""	""	""	725744438	773113105	513921378	""	""
"19996"	""	""	""	""	725747600	773114260	513931164	""	""
"19997"	""	""	""	""	725750760	773115415	513940950	""	""
"19998"	""	""	""	""	725753920	773116570	513950736	""	""
"19999"	""	""	""	""	725757078	773117725	513960519	""	""
"20000"	""	""	""	""	725760235	773118880	513970302	""	""
"20001"	""	""	""	""	725763390	773120035	513980085	""	""
"20002"	""	""	""	""	725766544	773121190	513989868	""	""
"20003"	""	""	""	""	725769697	773122345	513999649	""	""
"20004"	""	""	""	""	725772850	773123500	514009430	""	""
"20005"	""	""	""	""	725776002	773124655	514019210	""	""
"20006"	""	""	""	""	725779154	773125809	514028990	""	""
"20007"	""	""	""	""	725782306	773126963	514038770	""	""
"20008"	""	""	""	""	725785457	773128117	514048550	""	""
"20009"	""	""	""	""	725788607	773129271	514058330	""	""
"20010"	""	""	""	""	725791756	773130425	514068108	""	""
"20011"	""	""	""	""	725794905	773131579	514077886	""	""
"20012"	""	""	""	""	725798054	773132733	514087663	""	""
"20013"	""	""	""	""	725801203	773133887	514097440	""	""
"20014"	""	""	""	""	725804352	773135041	514107216	""	""
"20015"	""	""	""	""	725807500	773136195	514116992	""	""
"20016"	""	""	""	""	725810647	773137349	514126767	""	""
"20017"	""	""	""	""	725813793	773138502	514136542	""	""
"20018"	""	""	""	""	725816938	773139655	514146317	""	""
"20019"	""	""	""	""	725820083	773140808	514156090	""	""
"20020"	""	""	""	""	725823226	773141961	514165862	""	""
"20021"	""	""	""	""	725826369	773143114	514175632	""	""
"20022"	""	""	""	""	725829512	773144267	514185402	""	""
"20023"	""	""	""	""	725832654	773145420	514195172	""	""
"20024"	""	""	""	""	725835796	773146573	514204942	""	""
"20025"	""	""	""	""	725838933	773147726	514214712	""	""
"20026"	""	""	""	""	725842069	773148879	514224481	""	""
"20027"	""	""	""	""	725845205	773150032	514234249	""	""
"20028"	""	""	""	""	725848341	773151185	514244015	""	""
"20029"	""	""	""	""	725851477	773152338	514253781	""	""
"20030"	""	""	""	""	725854612	773153491	514263546	""	""
"20031"	""	""	""	""	725857746	773154644	514273311	""	""
"20032"	""	""	""	""	725860880	773155796	514283075	""	""
"20033"	""	""	""	""	725864012	773156948	514292838	""	""
"20034"	""	""	""	""	725867144	773158100	514302600	""	""
"20035"	""	""	""	""	725870275	773159252	514312361	""	""
"20036"	""	""	""	""	725873405	773160404	514322120	""	""
"20037"	""	""	""	""	725876534	773161556	514331879	""	""
"20038"	""	""	""	""	725879662	773162707	514341635	""	""
"20039"	""	""	""	""	725882789	773163858	514351390	""	""
"20040"	""	""	""	""	725885914	773165009	514361145	""	""
"20041"	""	""	""	""	725889039	773166160	514370900	""	""
"20042"	""	""	""	""	725892163	773167311	514380655	""	""
"20043"	""	""	""	""	725895286	773168462	514390410	""	""
"20044"	""	""	""	""	725898409	773169613	514400165	""	""
"20045"	""	""	""	""	725901531	773170764	514409919	""	""
"20046"	""	""	""	""	725904653	773171915	514419672	""	""
"20047"	""	""	""	""	725907773	773173066	514429424	""	""
"20048"	""	""	""	""	725910892	773174217	514439175	""	""
"20049"	""	""	""	""	725914011	773175368	514448926	""	""
"20050"	""	""	""	""	725917129	773176518	514458676	""	""
"20051"	""	""	""	""	725920247	773177668	514468424	""	""
"20052"	""	""	""	""	725923363	773178818	514478172	""	""
"20053"	""	""	""	""	725926479	773179968	514487918	""	""
"20054"	""	""	""	""	725929594	773181118	514497663	""	""
"20055"	""	""	""	""	725932709	773182268	514507408	""	""
"20056"	""	""	""	""	725935823	773183418	514517153	""	""
"20057"	""	""	""	""	725938937	773184568	514526898	""	""
"20058"	""	""	""	""	725942049	773185718	514536641	""	""
"20059"	""	""	""	""	725945160	773186868	514546384	""	""
"20060"	""	""	""	""	725948271	773188018	514556126	""	""
"20061"	""	""	""	""	725951381	773189168	514565868	""	""
"20062"	""	""	""	""	725954491	773190318	514575610	""	""
"20063"	""	""	""	""	725957600	773191468	514585346	""	""
"20064"	""	""	""	""	725960708	773192618	514595082	""	""
"20065"	""	""	""	""	725963816	773193767	514604817	""	""
"20066"	""	""	""	""	725966924	773194916	514614552	""	""
"20067"	""	""	""	""	725970032	773196065	514624287	""	""
"20068"	""	""	""	""	725973139	773197214	514634020	""	""
"20069"	""	""	""	""	725976246	773198363	514643751	""	""
"20070"	""	""	""	""	725979353	773199512	514653481	""	""
"20071"	""	""	""	""	725982460	773200661	514663211	""	""
"20072"	""	""	""	""	725985567	773201809	514672941	""	""
"20073"	""	""	""	""	725988674	773202957	514682671	""	""
"20074"	""	""	""	""	725991780	773204105	514692400	""	""
"20075"	""	""	""	""	725994885	773205253	514702129	""	""
"20076"	""	""	""	""	725997989	773206401	514711858	""	""
"20077"	""	""	""	""	726001091	773207549	514721586	""	""
"20078"	""	""	""	""	726004192	773208697	514731314	""	""
"20079"	""	""	""	""	726007292	773209845	514741040	""	""
"20080"	""	""	""	""	726010390	773210993	514750765	""	""
"20081"	""	""	""	""	726013487	773212141	514760490	""	""
"20082"	""	""	""	""	726016583	773213289	514770215	""	""
"20083"	""	""	""	""	726019678	773214437	514779940	""	""
"20084"	""	""	""	""	726022773	773215585	514789663	""	""
"20085"	""	""	""	""	726025867	773216732	514799386	""	""
"20086"	""	""	""	""	726028959	773217879	514809109	""	""
"20087"	""	""	""	""	726032051	773219026	514818831	""	""
"20088"	""	""	""	""	726035142	773220173	514828552	""	""
"20089"	""	""	""	""	726038231	773221320	514838273	""	""
"20090"	""	""	""	""	726041320	773222467	514847994	""	""
"20091"	""	""	""	""	726044408	773223614	514857714	""	""
"20092"	""	""	""	""	726047495	773224761	514867434	""	""
"20093"	""	""	""	""	726050582	773225907	514877154	""	""
"20094"	""	""	""	""	726053669	773227053	514886874	""	""
"20095"	""	""	""	""	726056754	773228199	514896593	""	""
"20096"	""	""	""	""	726059839	773229345	514906310	""	""
"20097"	""	""	""	""	726062922	773230491	514916027	""	""
"20098"	""	""	""	""	726066004	773231637	514925743	""	""
"20099"	""	""	""	""	726069085	773232783	514935458	""	""
"20100"	""	""	""	""	726072166	773233929	514945172	""	""
"20101"	""	""	""	""	726075247	773235075	514954885	""	""
"20102"	""	""	""	""	726078328	773236221	514964598	""	""
"20103"	""	""	""	""	726081407	773237366	514974311	""	""
"20104"	""	""	""	""	726084484	773238511	514984024	""	""
"20105"	""	""	""	""	726087560	773239656	514993736	""	""
"20106"	""	""	""	""	726090636	773240801	515003446	""	""
"20107"	""	""	""	""	726093712	773241946	515013156	""	""
"20108"	""	""	""	""	726096787	773243091	515022866	""	""
"20109"	""	""	""	""	726099862	773244235	515032574	""	""
"20110"	""	""	""	""	726102936	773245379	515042281	""	""
"20111"	""	""	""	""	726106008	773246523	515051987	""	""
"20112"	""	""	""	""	726109079	773247667	515061693	""	""
"20113"	""	""	""	""	726112148	773248811	515071398	""	""
"20114"	""	""	""	""	726115217	773249955	515081102	""	""
"20115"	""	""	""	""	726118285	773251099	515090806	""	""
"20116"	""	""	""	""	726121352	773252243	515100510	""	""
"20117"	""	""	""	""	726124418	773253387	515110213	""	""
"20118"	""	""	""	""	726127482	773254531	515119916	""	""
"20119"	""	""	""	""	726130546	773255675	515129619	""	""
"20120"	""	""	""	""	726133609	773256819	515139320	""	""
"20121"	""	""	""	""	726136672	773257963	515149021	""	""
"20122"	""	""	""	""	726139733	773259107	515158721	""	""
"20123"	""	""	""	""	726142793	773260251	515168421	""	""
"20124"	""	""	""	""	726145852	773261394	515178121	""	""
"20125"	""	""	""	""	726148910	773262537	515187821	""	""
"20126"	""	""	""	""	726151966	773263680	515197520	""	""
"20127"	""	""	""	""	726155022	773264823	515207218	""	""
"20128"	""	""	""	""	726158077	773265966	515216915	""	""
"20129"	""	""	""	""	726161129	773267109	515226612	""	""
"20130"	""	""	""	""	726164180	773268252	515236309	""	""
"20131"	""	""	""	""	726167230	773269395	515246004	""	""
"20132"	""	""	""	""	726170277	773270538	515255698	""	""
"20133"	""	""	""	""	726173323	773271681	515265392	""	""
"20134"	""	""	""	""	726176369	773272824	515275086	""	""
"20135"	""	""	""	""	726179414	773273967	515284780	""	""
"20136"	""	""	""	""	726182455	773275109	515294474	""	""
"20137"	""	""	""	""	726185496	773276251	515304167	""	""
"20138"	""	""	""	""	726188536	773277393	515313859	""	""
"20139"	""	""	""	""	726191569	773278535	515323550	""	""
"20140"	""	""	""	""	726194602	773279677	515333241	""	""
"20141"	""	""	""	""	726197634	773280819	515342932	""	""
"20142"	""	""	""	""	726200666	773281961	515352622	""	""
"20143"	""	""	""	""	726203698	773283103	515362311	""	""
"20144"	""	""	""	""	726206729	773284245	515372000	""	""
"20145"	""	""	""	""	726209759	773285387	515381688	""	""
"20146"	""	""	""	""	726212789	773286528	515391376	""	""
"20147"	""	""	""	""	726215819	773287669	515401063	""	""
"20148"	""	""	""	""	726218849	773288810	515410749	""	""
"20149"	""	""	""	""	726221879	773289951	515420434	""	""
"20150"	""	""	""	""	726224907	773291092	515430119	""	""
"20151"	""	""	""	""	726227935	773292233	515439804	""	""
"20152"	""	""	""	""	726230962	773293374	515449488	""	""
"20153"	""	""	""	""	726233988	773294515	515459171	""	""
"20154"	""	""	""	""	726237014	773295656	515468854	""	""
"20155"	""	""	""	""	726240040	773296797	515478537	""	""
"20156"	""	""	""	""	726243065	773297938	515488219	""	""
"20157"	""	""	""	""	726246090	773299079	515497901	""	""
"20158"	""	""	""	""	726249114	773300220	515507583	""	""
"20159"	""	""	""	""	726252138	773301361	515517263	""	""
"20160"	""	""	""	""	726255161	773302502	515526943	""	""
"20161"	""	""	""	""	726258184	773303643	515536622	""	""
"20162"	""	""	""	""	726261207	773304784	515546301	""	""
"20163"	""	""	""	""	726264229	773305925	515555979	""	""
"20164"	""	""	""	""	726267248	773307066	515565657	""	""
"20165"	""	""	""	""	726270266	773308207	515575334	""	""
"20166"	""	""	""	""	726273284	773309347	515585010	""	""
"20167"	""	""	""	""	726276302	773310487	515594686	""	""
"20168"	""	""	""	""	726279319	773311627	515604362	""	""
"20169"	""	""	""	""	726282336	773312767	515614037	""	""
"20170"	""	""	""	""	726285352	773313907	515623712	""	""
"20171"	""	""	""	""	726288368	773315047	515633385	""	""
"20172"	""	""	""	""	726291383	773316187	515643058	""	""
"20173"	""	""	""	""	726294397	773317327	515652729	""	""
"20174"	""	""	""	""	726297408	773318467	515662398	""	""
"20175"	""	""	""	""	726300418	773319607	515672067	""	""
"20176"	""	""	""	""	726303428	773320747	515681736	""	""
"20177"	""	""	""	""	726306437	773321887	515691403	""	""
"20178"	""	""	""	""	726309445	773323027	515701069	""	""
"20179"	""	""	""	""	726312453	773324167	515710734	""	""
"20180"	""	""	""	""	726315460	773325307	515720398	""	""
"20181"	""	""	""	""	726318466	773326446	515730062	""	""
"20182"	""	""	""	""	726321472	773327585	515739725	""	""
"20183"	""	""	""	""	726324478	773328724	515749387	""	""
"20184"	""	""	""	""	726327481	773329863	515759048	""	""
"20185"	""	""	""	""	726330484	773331002	515768709	""	""
"20186"	""	""	""	""	726333487	773332141	515778369	""	""
"20187"	""	""	""	""	726336485	773333280	515788029	""	""
"20188"	""	""	""	""	726339481	773334419	515797688	""	""
"20189"	""	""	""	""	726342477	773335558	515807345	""	""
"20190"	""	""	""	""	726345472	773336696	515817000	""	""
"20191"	""	""	""	""	726348466	773337834	515826654	""	""
"20192"	""	""	""	""	726351460	773338972	515836308	""	""
"20193"	""	""	""	""	726354453	773340110	515845962	""	""
"20194"	""	""	""	""	726357444	773341248	515855614	""	""
"20195"	""	""	""	""	726360434	773342386	515865265	""	""
"20196"	""	""	""	""	726363422	773343524	515874915	""	""
"20197"	""	""	""	""	726366408	773344662	515884565	""	""
"20198"	""	""	""	""	726369392	773345800	515894214	""	""
"20199"	""	""	""	""	726372375	773346938	515903861	""	""
"20200"	""	""	""	""	726375357	773348076	515913508	""	""
"20201"	""	""	""	""	726378338	773349214	515923155	""	""
"20202"	""	""	""	""	726381319	773350352	515932801	""	""
"20203"	""	""	""	""	726384299	773351490	515942447	""	""
"20204"	""	""	""	""	726387279	773352628	515952092	""	""
"20205"	""	""	""	""	726390257	773353766	515961737	""	""
"20206"	""	""	""	""	726393234	773354904	515971380	""	""
"20207"	""	""	""	""	726396211	773356041	515981023	""	""
"20208"	""	""	""	""	726399187	773357178	515990665	""	""
"20209"	""	""	""	""	726402163	773358315	516000307	""	""
"20210"	""	""	""	""	726405137	773359452	516009949	""	""
"20211"	""	""	""	""	726408110	773360589	516019590	""	""
"20212"	""	""	""	""	726411083	773361726	516029231	""	""
"20213"	""	""	""	""	726414055	773362863	516038871	""	""
"20214"	""	""	""	""	726417024	773364000	516048510	""	""
"20215"	""	""	""	""	726419992	773365137	516058148	""	""
"20216"	""	""	""	""	726422960	773366274	516067785	""	""
"20217"	""	""	""	""	726425928	773367411	516077422	""	""
"20218"	""	""	""	""	726428894	773368548	516087059	""	""
"20219"	""	""	""	""	726431860	773369685	516096696	""	""
"20220"	""	""	""	""	726434824	773370822	516106331	""	""
"20221"	""	""	""	""	726437788	773371959	516115966	""	""
"20222"	""	""	""	""	726440752	773373095	516125601	""	""
"20223"	""	""	""	""	726443715	773374231	516135236	""	""
"20224"	""	""	""	""	726446678	773375367	516144870	""	""
"20225"	""	""	""	""	726449641	773376503	516154504	""	""
"20226"	""	""	""	""	726452603	773377639	516164138	""	""
"20227"	""	""	""	""	726455565	773378775	516173772	""	""
"20228"	""	""	""	""	726458526	773379911	516183406	""	""
"20229"	""	""	""	""	726461485	773381047	516193038	""	""
"20230"	""	""	""	""	726464443	773382183	516202669	""	""
"20231"	""	""	""	""	726467400	773383319	516212298	""	""
"20232"	""	""	""	""	726470357	773384455	516221926	""	""
"20233"	""	""	""	""	726473314	773385591	516231553	""	""
"20234"	""	""	""	""	726476270	773386726	516241180	""	""
"20235"	""	""	""	""	726479225	773387861	516250806	""	""
"20236"	""	""	""	""	726482179	773388996	516260432	""	""
"20237"	""	""	""	""	726485133	773390131	516270057	""	""
"20238"	""	""	""	""	726488087	773391266	516279681	""	""
"20239"	""	""	""	""	726491041	773392401	516289304	""	""
"20240"	""	""	""	""	726493994	773393536	516298927	""	""
"20241"	""	""	""	""	726496946	773394671	516308549	""	""
"20242"	""	""	""	""	726499898	773395806	516318171	""	""
"20243"	""	""	""	""	726502849	773396940	516327793	""	""
"20244"	""	""	""	""	726505799	773398074	516337414	""	""
"20245"	""	""	""	""	726508748	773399208	516347035	""	""
"20246"	""	""	""	""	726511697	773400342	516356655	""	""
"20247"	""	""	""	""	726514646	773401476	516366275	""	""
"20248"	""	""	""	""	726517594	773402610	516375895	""	""
"20249"	""	""	""	""	726520540	773403744	516385514	""	""
"20250"	""	""	""	""	726523486	773404878	516395131	""	""
"20251"	""	""	""	""	726526431	773406012	516404747	""	""
"20252"	""	""	""	""	726529376	773407146	516414362	""	""
"20253"	""	""	""	""	726532319	773408280	516423976	""	""
"20254"	""	""	""	""	726535261	773409414	516433590	""	""
"20255"	""	""	""	""	726538203	773410548	516443204	""	""
"20256"	""	""	""	""	726541142	773411681	516452818	""	""
"20257"	""	""	""	""	726544081	773412814	516462431	""	""
"20258"	""	""	""	""	726547019	773413947	516472044	""	""
"20259"	""	""	""	""	726549957	773415080	516481657	""	""
"20260"	""	""	""	""	726552894	773416213	516491270	""	""
"20261"	""	""	""	""	726555830	773417346	516500882	""	""
"20262"	""	""	""	""	726558766	773418478	516510493	""	""
"20263"	""	""	""	""	726561701	773419610	516520103	""	""
"20264"	""	""	""	""	726564635	773420742	516529713	""	""
"20265"	""	""	""	""	726567569	773421874	516539323	""	""
"20266"	""	""	""	""	726570503	773423006	516548932	""	""
"20267"	""	""	""	""	726573436	773424138	516558541	""	""
"20268"	""	""	""	""	726576369	773425270	516568149	""	""
"20269"	""	""	""	""	726579300	773426402	516577754	""	""
"20270"	""	""	""	""	726582231	773427534	516587359	""	""
"20271"	""	""	""	""	726585161	773428666	516596960	""	""
"20272"	""	""	""	""	726588090	773429798	516606561	""	""
"20273"	""	""	""	""	726591019	773430930	516616162	""	""
"20274"	""	""	""	""	726593947	773432061	516625762	""	""
"20275"	""	""	""	""	726596875	773433192	516635362	""	""
"20276"	""	""	""	""	726599801	773434323	516644962	""	""
"20277"	""	""	""	""	726602726	773435454	516654562	""	""
"20278"	""	""	""	""	726605650	773436585	516664161	""	""
"20279"	""	""	""	""	726608573	773437716	516673759	""	""
